,full_text,location,number_rt,number_likes,number_reply
6830, @upbcolombia @SecEducacionAnt @SapienciaMed @UPBBogota @UPBBGA @arq_medellin @Mineducacion @upbmonteria @UPBSecPalmira @LuisGPatino Felicidades y Bendiciones al Padre Jairo.,"Retiro, Colombia",0,0,0
6831, Enhorabuena desde #ELTEATROENSUPUNTO a @JCimarro @Festival_Merida @_PENTACION_ @pblanco66 @JoserecioRecio4 por el exitazo en la extensión de Medellín. Está el pueblo a rebosar,"Retiro, Colombia",1,3,0
6832, @HerranJairo @petrogustavo @medellinhumana1 @medellin_humana @josellinas70 @Davidramirezmon @luzmamunera @EldaSorel @AnakareriNannaE @LeilaChujfi @Aguacathumanotv Suerte!,"Retiro, Colombia",0,1,0
6833," @Haliwell19 @NoticiasRCN @NoticiasCaracol @CMILANOTICIA @CENSGrupoEPM @orientenoti @noticucuta todavia con ese cuento falso???? Ya se aclaró todo!!! La tarifa de Medellín también está arriba de los $500, en Cúcuta para los estratos bajos el kilovatio cuesta $200 por un subsidio qué hay, y la tarifa de CENS No es la más cara, mire la tabla de precios y deje las #FakeNews","Retiro, Colombia",0,0,0
6834," sigue lo bueno medellin no te lo pierdas sabrosura de la pura. ""BAILATINO"" Allavamos.","Retiro, Colombia",0,3,0
6835," Medellín, que pasa?","Retiro, Colombia",0,2,1
6836," @NoticiasRCN En el metro de Medellín, por cosquilleo me robaron el celular.","Retiro, Colombia",0,0,0
6837, Capturan a escolta de Pastor Alape por nexos con disidencias vía @eltiempo,"Retiro, Colombia",0,0,1
6838," #PegaDosDeLaLiga conectado desde el barrio andalucía de la ciudad de medellín, un saludo para todos los hinchas del dim que están viendo el programa @SaqueLargoWin","Retiro, Colombia",0,2,0
6839, Hagamos una réplica de Medellín. Es falso que hayan hecho 80 Km. @davalho @HiglesiaG @PalacioPaula Estas son las ciclorrutas que los alcaldes de las principales ciudades dejarán listas este año vía @larepublica_co,"Retiro, Colombia",0,2,0
6840," #Vías | Cierre total de antigua vía al mar en el km 26+000, sector Puente Blanco del río Aurra. Tomar vía alterna Medellín - Santa Fe de Antioquia. @GobAntioquia","Retiro, Colombia",1,0,0
6841, #PegaDosDeLaLiga vamos MEDELLIN,"Retiro, Colombia",0,0,0
6842, 🌝 VÍDEO: Las perras de Medellín: Una joya gastronómica del Valle de Aburrá #Gastronomía,"Retiro, Colombia",0,1,0
6843," Mi Colombia 🇨🇴 #Phototravel #creativelivesession #PhotographyLover #Nikon #Nikon5100 #Huawei #Traveler #Travel #photoGirl #Inspiration #PhotoArt #LifeInPhotos #ColombiaInPhotos #creativeLive @ Medellín, Antioquia","Retiro, Colombia",0,0,0
6844, El Metro de Medellín no es subterráneo... Funciona maravillosamente,"Retiro, Colombia",0,0,0
6845," #NoticiasTM Hoy comienza Ciudad Altavoz, serán tres días de música en Medellín para definir las agrupaciones locales que estarán en el Altavoz Fest.","Retiro, Colombia",0,0,0
6846, @jorca1957cast @CHATEAUBRIAND15 @ghitis Si señor. El Metro de Medellín no es subterráneo... Funciona maravillosamente,"Retiro, Colombia",6,8,2
6847," Por esto lleve a mi novio a medellin primero y ya lo lleve alla porque me toco. Y mi novio opina lo mismo. El poco d vendedores acosandolo a uno, los precios x las nubes, la ciudad sucia uish no","Retiro, Colombia",3,12,1
6848, Medellín recibe la Conferencia de Ministros de Justicia de los Países Iberoamericanos #COMJIB,"Retiro, Colombia",7,10,0
6849, El Metro de Medellín no es subterráneo... Funciona maravillosamente,"Retiro, Colombia",0,0,0
6850," @MAndreaNieto @ClaudiaLopez La izquierda Capitalina por no decir que los Bogotanos, hacen ver a MEDELLIN todos los días más HERMOSA, Bogotá de culos, MEDELLÍN adelante, 50 años les llevamos a los chibchas.","Retiro, Colombia",0,0,0
6851, APARTAMENTO EN VENTA LAURELES CAMPESTRE en Medellín/Antioquia/Colombia en Venta,"Retiro, Colombia",0,0,0
6852," #PegaDosDeLaLiga saludos desde el barrio andalucía la francia, comuna 2 de medellin un abrazo al relator @SaqueLargoWin @EduardoLuisFut","Retiro, Colombia",0,0,0
6853, #PegaDosDeLaLiga vamos mecha póngale ganas que con ganas se consiguen títulos Saludos desde Medellín,"Retiro, Colombia",0,0,0
6854," #PegaDosDeLaLiga @SaqueLargoWin desde El Salvador Medellín , hincha de nacional pero que me cae muy bien @JorgeBolano06 grande tu papá","Retiro, Colombia",0,0,0
6855, @_Mig_Ang_ Me acabé de dar cuenta que no es en Medellin y me decepcioné horrible,"Retiro, Colombia",0,1,1
6856, @SaqueLargoWin Medellín,"Retiro, Colombia",0,0,0
6857," #PegaDosDeLaLiga Saludos desde Medellín, el programa de ayer estuvo excelente, me reí demasiado.","Retiro, Colombia",0,1,0
6858, #pegaDosDelaliga saludos desde el barrio andalucía la francia comuna 2 de medellín @SaqueLargoWin,"Retiro, Colombia",0,0,0
6859," @jopcardona Hola Joha buenas tardes, la vía Medellín - Manizales presenta paso a un carril por mantenimiento vial km 5 al 85.","Retiro, Colombia",0,0,0
6860, #PegaDosDeLaLiga Feliz día de la independencia de colombia Saludos desde medellin,"Retiro, Colombia",0,0,0
6861," @Mayra_ypunto Hola Mayra, esta información que está rotando, a través de una pieza publicitaria, no corresponde a la oficial establecida, vía decreto, por parte de la Secretaría de Movilidad de Medellín. Estaremos atentos a comunicar los cambios en el #PicoyPlacaMed de manera oportuna.😃","Retiro, Colombia",0,0,0
6862," #NoticiasTM El Metro de Medellín sembró en el corredor de Ayacucho un nuevo árbol de Gualanday en reemplazo del que estaba allí, el segundo más viejo de la ciudad.","Retiro, Colombia",0,0,0
6863," @EUCARIOBETANCUR Hola, esta información que está rotando, a través de una pieza publicitaria, no corresponde a la oficial establecida, vía decreto, por parte de la Secretaría de Movilidad de Medellín. Estaremos atentos a comunicar los cambios en el #PicoyPlacaMed de manera oportuna.😃","Retiro, Colombia",0,0,0
6864, @SaqueLargoWin #PegaDosDeLaLiga saludos desde la calurosa Medellín. @EduardoLuisFut,"Retiro, Colombia",0,0,0
6865," @teatrooficina Quiero que los en los próximos 4 años arte y cultura se tomen Medellín, como amante del teatro me duele que a la cultura no se le destinen recursos suficientes. ¿Cómo me puedes ayudar para que Medellín se convierta en la capital latinoamericana de la cultura?","Retiro, Colombia",0,0,0
6866, @Vivi_Bol Medellín es un amor,"Retiro, Colombia",0,2,0
6867, #Vías Variante Palmas: habrá unidireccionalidad en sentido Rionegro - Medellín para el domingo 21 de julio entre las 5:00 p.m. y las 7:00 p.m. desde la glorieta Sajonia hasta la glorieta del Alto de Las Palmas. Restricción de vehículos de carga. @GobAntioquia,"Retiro, Colombia",2,0,0
6868," 🇨🇴Este 20 de Julio en nuestra celebración de *Independencia* lo mejor del Tech House nacional, en *MISSION CLUB*, desde Medellín nada más ni nada menos que los padres *Íntimo* *José M &amp; TacoMan* y con ellos en formato b2b *Obando* 💣 🇨🇴","Retiro, Colombia",0,0,0
6869, @elcorrillodemao En redes veo un mano de la alcaldia de bogota y de medellin entregando obras y mas obras mientras el inepto de @MauriceArmitage solo taches y mas taches,"Retiro, Colombia",1,0,0
6870, Ella blanca como Europa y cuerpo como Medellín.,"Retiro, Colombia",0,1,0
6871, Vía @cicladaverdolag. ¡La fiesta es verdolaga! celebremos rodando el domingo 28 de julio por las calles de Medellín la conquista de nuestras Copas Libertadores. Prepara tu cicla y vamos todos juntos a la cuarta #CicladaVerdolaga. @nacionaloficial,"Retiro, Colombia",0,1,0
6872," Mañana cantamos acá en el claustro de @comfama en Medellín! Junto a habanaabiertaoficial y @babaluquinteto en La Bomba. Boletas en el link de la bio. 9 pm en Medeíín, Colombia","Retiro, Colombia",0,1,0
6873," Tras un año de emergencia, terminan obras de presa en Hidroituango vía @eltiempo","Retiro, Colombia",0,0,0
6874, Tienen hasta el domingo para disfrutar del cine en Medellín. #AgendaShock,"Retiro, Colombia",0,0,0
6875, Conoce los horarios de nuestros puntos de atención para trámites en: #TrámiteSeguro📝,"Retiro, Colombia",0,1,0
6876," Tras un año de emergencia, terminan obras de presa en Hidroituango","Retiro, Colombia",0,0,0
6877, @La27Villavo @furiapailena85 @AmericadeCali @AmericaFemenino @Acacias_Meta85 @_LA85_ @Yesus10Oficial @matipisano @AmericaCaliFem entra para callarle la boca al sr. pinto por sus comentrios ofensivos... El no saboreo el cuarto de hora de la mafia... El no se dio cuenta que si en cali y medellin llovía por bogota no escampaba?... o tendremos que explicarle con papelitos quien era el mexicano para millos? 😱,"Retiro, Colombia",0,1,0
6878, #sport #casual #hips #fashion #shop #tennis #shoes #sportshoes #pirañasport #melas #pimientaafro #nike #lecosp #melas #pumarsxtransformers #adidas👟 #jordan #tenisfeminino #reebok #cali #medellin #chocó las mejores…,"Retiro, Colombia",0,1,0
6879," @Rafagol_Linares @GustavosorioS Porque será que me pareció estar escuchando a Guillermo Montoya Callejas, que siempre dice: si el torneo terminara hoy, Medellín sería el campeon 😂🤣😂🤣😂🤣","Retiro, Colombia",0,1,0
6880," Doce años de gobiernos de izquierdas en Bogotá, la sumieron en el atraso y la corrupción, además, enemigos del metro. Ahora la (el) López, no quiere metro. Medellín tiene metro y lo ha modernizado, porque allá no ha llegado ni llegará la plaga comunista","Retiro, Colombia",0,0,1
6881, Medellín hoy está con calocha. 😵🔥 😨,"Retiro, Colombia",1,7,4
6882, FOTO: Sembraron un nuevo árbol de Gualanday donde cayó el segundo árbol más viejo de Medellín:,"Retiro, Colombia",0,6,0
6883," I'm at Tranvía Ayacucho - Parada Alejandro Echavarría in Medellín, Antioquia","Retiro, Colombia",0,0,0
6884, @JUANCARLOSDUQU1 Juan Carlos qué te parece la mi propuesta de rediseñar y ampliar el Estadio Atanasio Girardot y volverlo de talla internacional. ¿Cómo me podrías ayudar? Medellín Te Quiere .,"Retiro, Colombia",0,0,0
6885," @COL_EJERCITO gracias por su sacrificio, en Medellín honramos a nuestros héroes @BGJuvenalDiazM","Retiro, Colombia",0,1,0
6886, Termina la construcción de la presa de Hidroituango,"Retiro, Colombia",0,0,0
6887, @dianalunareja Verdad? Lo necesitamos en Medellín!,"Retiro, Colombia",0,0,1
6888," (Video) Campañas | Medellín, Millonarios y Quindío, al borde de la gloria","Retiro, Colombia",1,3,1
6889, Entrenó fuerte (@ Gimnasio Club El Rodeo in Medellín),"Retiro, Colombia",0,0,0
6890," @SolitasParaTi hola, tienes mujeres en Medellin?","Retiro, Colombia",0,0,0
6891," En este momento quienes caminamos por las calles de Medellín, sentimos los efectos del calor de merde que hace. Culpa del cambio climático que no existe.","Retiro, Colombia",0,0,0
6892," Mi nuevo jefe pone todos los días la 92 y su eterno loop de 4 canciones. Incluída esa colaboración entre Madonna y Maluma salida de las fauces del infierno llamada Medellín. Uno trata de ser un ser de luz pero no ayudan jueputa, no ayudan.","Retiro, Colombia",0,8,1
6893, APARTAMENTO EN VENTA en Medellín/Antioquia/Colombia en Venta,"Retiro, Colombia",0,0,0
6894," Comenzamos la fase final de nuestra campaña, una muy bonita, la electoral. Gracias a cada uno de ustedes por confiar en Todos Juntos. Sus firmas permitieron que nuestras candidaturas a la Alcaldía de Medellín y al Concejo sean una realidad. #ValderramaAlcalde","Retiro, Colombia",11,66,0
6895," “Medellín le pone una vela a Dios y otra al diablo. Promueve el transporte sostenible con el metro, cables, tranvía, peatonales y ciclorrutas y buses; pero hace nuevas intersecciones y vias; en ese camino, la situación seguirá empeorando""","Retiro, Colombia",3,3,2
6896," Operativo en el centro de Medellín, captura a un hombre dedicado a la venta de estupefacientes |","Retiro, Colombia",0,0,0
6897," Operativo en el centro de Medellín, captura a un hombre dedicado a la venta de estupefacientes |","Retiro, Colombia",0,0,0
6898," Operativo en el centro de Medellín, captura a un hombre dedicado a la venta de estupefacientes |","Retiro, Colombia",0,0,0
6899, MARMOLINA Y COUNTRY CRA 81 A N42 B 16 MEDELLÍN TEL 4122503. VICKY CASTILLO PINTÓ ESTA BELLA CAMISETA EN CLASES CON ALEXANDER CHARREE.,"Retiro, Colombia",0,0,0
6900," Recuerde el #PicoyPlaca para hoy viernes 19 de julio en Medellín y el área metropolitana: 🚘 Particulares: 2-3-4-5; 🏍 Motos 2T: 2-3 🚖 Taxis: 6, vía @sttmed","Retiro, Colombia",0,0,0
6901," @_El_Patriota @JoacoToro Que se puede esperar de un detergente social como vos!!!, Medellin no es gracias a los de la política de derecha y narcotica es de gente comprometida y aún falta.","Medellín, Colombia",0,1,0
6902, #VivoElFutbolConCafam vamos millos que remontamos y pasamos gana mi @MillosFCoficial 3 a 1 al medellin gracias @CafamOficial,"Medellín, Colombia",0,0,0
6903, En Medellín 2019,"Medellín, Colombia",0,0,0
6904, Me quiero otra vez en Medellín 😩😩,"Medellín, Colombia",0,0,0
6905, Yo termino las vacaciones de mitad de año bien pinche desgastada por las fiestas de Ibagué para que de una me reciban las de Medellín ok,"Medellín, Colombia",0,0,0
6906," #VivoElFutbolConCafam el partido queda 2-1 goles de Silva y Juan David Pérez,por Medellín gol de cano.","Medellín, Colombia",0,0,0
6907, #VivoElFutbolConCafam Millos 2 - Medellín 0,"Medellín, Colombia",0,0,0
6908, @CafamOficial @MillosFCoficial @DIM_Oficial #VivoElFutbolConCafam Millos 2 - Medellín 0,"Medellín, Colombia",0,0,0
6909, 2 Cosas Fijas en Medellin: Trancones y Fletes,"Medellín, Colombia",0,0,0
6910," El mejor ""Cazao"" de la historia😜🍺⚓🥘 . . @jamaicamaron : THEREALCEVICHEINTOWN . . 🇨🇴🇯🇲 Carrera 66 # 18 - 10, Barrio Santa Fe. . ☎️350 5782191 Medellín, Colombia🏁 . . #ceviche #delicioso #losfamosos #hechoconamor…","Medellín, Colombia",0,0,0
6911," Un Besito 😘 desde Medellín 🌸💖 en Medellín, Antionquia","Medellín, Colombia",0,9,0
6912," 🔴🔵 Didier Moreno fue inscrito por Independiente Medellín. Después de su paso por España, el volante regresó a la escuadra antioqueña. 📝 @velez1913","Medellín, Colombia",0,0,0
6913, BOLLO En la costa: una persona que está buena En Medellín: un mojón 💩 Qué cosas no?,"Medellín, Colombia",0,0,0
6914, Nuestra ciudad está llena de personas que hacen su trabajo con amor. Esto me motiva para seguir trabajando y construyendo la transformación de Medellín. 💚🌻,"Medellín, Colombia",3,6,0
6915," Yo creo que Medellín es el único lugar donde puedes ver un tipo con un súper saco, pero de pantaloneta y sandalias.","Medellín, Colombia",0,0,0
6916," La luna a su izquierda y júpiter a su costado inferior derecho. 📸🌔🌌🔭🙂 Medellín, 06:50 pm. Ph: Me. #luna #moon","Medellín, Colombia",0,9,1
6917, @Jessu1992 @Dan_Yalat Que rico venga a medellin,"Medellín, Colombia",0,0,0
6918, Feria de las flores = Feria de los tacos más asquerosos de Medellín. Te odio feria de las flores.,"Medellín, Colombia",0,5,0
6919, ¡EZ-GO P321! ¡Disfruta el mes de las cometas con tu familia! $5.600.000 Whatsapp 350 267 4101 📞 #SillasDeRuedasElectricas #Bienestar #Colombia #Discapacidad #Sillaconmotor #EnvíosNacionales #Oferta #Promocion #Bogota #Cucuta #Pereira #Medellin #Cali ♿,"Medellín, Colombia",0,0,0
6920," “Alguien” está bonita. Medellín, 6:49pm.","Medellín, Colombia",1,15,0
6921, @CafamOficial @MillosFCoficial @DIM_Oficial Millonarios 2-0 Medellín (Arango y Perez) #VivoElFutbolConCafam,"Medellín, Colombia",0,0,0
6922, Atardeceres de mi Medellín!!!,"Medellín, Colombia",0,5,0
6923," Acaba de publicar una foto en Medellín, Antioquia","Medellín, Colombia",0,0,0
6924," @SanidadMilCo @FuerzasMilCol @SanidadNavalARC @Supersalud @emisoraejercito @Ejercito_Disan @COL_EJERCITO @CCOETFFMM @JEFSAFAC @SMC_EJERCITO CONTINUO, la dirección de sanidad se limita a remitir la queja por TERCERA VEZ al hospital militar de Medellín y acá en el hospital no se dignan a responder? Cuál es el trato digno? Si no hay especialistas porque no remiten a otro hospital? Los aportes al sistema donde están??","Medellín, Colombia",1,1,1
6925," Sra. @CConstitucional por favor elijan bien los casos, en especial las tutelas por el derecho al buen nombre que los administrativos del Hospital de Caucasia interpusieron a la misión médica que los denunció🐮 por peculado ante la @FiscaliaCol de Medellín.🙏. @scarecolombia","Medellín, Colombia",2,3,0
6926, Yo esto en MEDELLIN COLOMBIA,"Medellín, Colombia",0,0,0
6927," #VivoElFutbolConCafam 2x1 goles de Macalister y Arango, gol de Cano por Medellín","Medellín, Colombia",0,0,0
6928, @NoticiasCaracol Será q cae el chance otra vez con la Medellín,"Medellín, Colombia",0,0,0
6929," El metro elevado de Medellín, también tiene espacio para las ventas ambulantes, esto, no lo quieren vender a los bogotanos #RenuncieInutilRobledo #ConDuqueVamosBien @jsanchezcristo @ZuluagaCamila","Medellín, Colombia",4,6,1
6930," @SanidadMilCo @FuerzasMilCol @SanidadNavalARC @Supersalud @emisoraejercito @Ejercito_Disan @COL_EJERCITO @CCOETFFMM @JEFSAFAC @SMC_EJERCITO Dentro de los derechos del usuario está contemplado LA PRESTACIÓN DEL SERVICIO DE SALUD SEGUN SU COMPLEJIDAD?? Esto es totalmente FALSO, desde el día 26 de marzo estoy solicitando una cita de especialista en Medellín, la oficina de atención al usuario me dice que siga llamando?","Medellín, Colombia",0,0,0
6931, @isis_medellin Jajajajaja hago lo mismo,"Medellín, Colombia",0,0,0
6932," Quiero que en #Medellín la gente salga a la calle con la plena seguridad de que nada va a pasarle. Hoy la ciudad necesita poner atención y tomar medidas contundentes contra tres delitos: el homicidio, la extorsión y el fleteo. #MedellínSinFleteo","Medellín, Colombia",4,10,0
6933," Que hubo bebé donde estas? acabo de aterrizar en Medellín, te quiero sentir donde estés voy a ir tengo unas ganas de ti","Medellín, Colombia",0,2,1
6934, Odio con todo mi ser el clima que está haciendo en Medellín. Qué calor tan perro asqueroso.,"Medellín, Colombia",0,0,0
6935, Posible nomina de America de Cali para enfrentarse a Medellin en el atanasio. Los Diablos de Guimaraes tendran que atacar y ser mas profundos si quieren derrotar al poderoso y buscar mantener el invicto de 4 fechas que tiene en Liga en su visita al Dim del goleador German Cano.,"Medellín, Colombia",10,33,4
6936, Ofrecen diez millones por información de menor de 5 años quien lleva lleva tres días desaparecido ►,"Medellín, Colombia",3,7,0
6937, @petrogustavo buenas noches usted debe presentar proyecto de ley que los 1ros 5 m3 de agua sea gratuitos por las altas temp. a nivel costa como tambien que la triple a devuelvan los subsidios que se vienen robando con respecto a bogota y medellin que si se reflejan. saludos.,"Medellín, Colombia",0,0,0
6938, @fregisset En Medellín le dicen Mirella jajahahha,"Medellín, Colombia",0,5,1
6939," @IzettaGvara Un día, hace un par de años me gane una de Atlético Nacional de Medellin en ESPN. Estaba durmiendo y no llegué a contestar el mensaje directo. No creo que llegues a ese nivel de desgracia, Pía.","Medellín, Colombia",0,1,0
6940," Tienes toda la razón. Se Equivocan . por eso Medellín necesita un Profesional, un experto y un ser humano como @CarlosARiosP que tenga la integridad para defender con coherencia la SEGURIDAD de está hermosa ciudad. #concejomedellin17 @MargaritaRepo #volvamosacreer","Medellín, Colombia",1,1,0
6941," Ale isa (@ Picadero Club El Rodeo in Medellin, Antioquia)","Medellín, Colombia",0,0,0
6942, 🐛 Gusanitos locos es una actividad de manualidad que aparte genera diversión y competencia. Es maravillosa 😎 . . . 😊 Llámanos y cotiza 😊 . #Eventos_grupo_merc 📍 Grupo Merc Medellín 📱Whatsapp: 3106752326 ☎️ PBX: 4882173 💻 .,"Medellín, Colombia",0,0,0
6943, @FelipeArango_ @cvalderrama07 Hace una escala en un avión y cree que conoce todo Medellín.,"Medellín, Colombia",0,1,1
6944," @LATAM_CO @luiscalopmar Para que códigos? , retrazan vuelo medellin bogota 2 hras. Tienen huevo y es de avion.","Medellín, Colombia",0,0,1
6945," Definitivamente las de Medellín, las de los santos🤤 y por supuesto las de estados unidos y Canadá!! 😍","Medellín, Colombia",0,0,1
6946," Y lo triste lo critica en medellin, pero lo aprueba en bogota apoyando ha claudia Lopez, dinamica que es la politica no.","Medellín, Colombia",0,1,0
6947, @RXNoficial Que orgullo que mi equipo lleve los colores que representan a mi bella Antioquia Ya saben ps hinchas de Medellin no les puede faltar la bandera verde y Blanca,"Medellín, Colombia",0,1,0
6948," Medellín, Colombia","Medellín, Colombia",0,0,0
6949," Acaba de publicar una foto en Medellín, Antioquia","Medellín, Colombia",0,0,0
6950," Medellín, Colombia","Medellín, Colombia",0,0,0
6951," Este 8 de agosto, la Pastoral Pedagógica del DLN, Sector Medellín, en cabeza del Hno. Leandro Vallejo, Director Distrital de dicha Pastoral, desarrolló en las instalaciones de la Casa Distrital la reunión con los rectores y coordinadores de las instituciones educativas del Sector","Medellín, Colombia",1,2,0
6952," Que Hermosuraaa❤️ orgullo paisa, que no se pierdan nuestras verdaderas tradiciones.. los silleteros de el futuro.. 👏🏻👏🏻👏🏻👏🏻🙏🏻🙏🏻🙏🏻🌺🥀🌹🌷💐#SantaElena #medellin #nuestraferiadelasflores 😍🇨🇴🇨🇴","Medellín, Colombia",0,0,0
6953," Medellín, Colombia","Medellín, Colombia",0,0,0
6954, @invaristi02 @jbagbam74 @FicoGutierrez @AlfredoRamosM Tenemos la DUPLA perfecta para el desarrollo y progreso de ANTIOQUIA y MEDELLIN @andresguerraho Gobernador y @AlfredoRamosM Alcalde 2020,"Medellín, Colombia",1,0,0
6955," Via CALZADA MEDELLÍN - BOGOTÁ municipio de Rionegro a la altura de Retorno Industriales , presenta paso restringido por accidente de transito. km 37+800 (18:41)","Medellín, Colombia",0,0,0
6956, Conjunto Vallenato En Medellín en #Google,"Medellín, Colombia",0,0,0
6957, Acaba de publicar una foto en 37 Park Medellín,"Medellín, Colombia",0,0,0
6958," Medellín, Colombia","Medellín, Colombia",0,0,0
6959, Meda rosa esa gente que va a Medellín y publica foto de todo lugar público y después uno los escucha diciendo Paisas hijueputas,"Medellín, Colombia",0,0,1
6960, Anochece en Medellín 😶,"Medellín, Colombia",0,13,0
6961, Medellín ✈️ nos fuimos... en Aicm Terminal 2 L2 Aeromexico,"Medellín, Colombia",0,0,0
6962," Medellín, Colombia","Medellín, Colombia",0,0,0
6963," Creo que no es calor, es arrechera de ver esas cositas ricas deliciosas mi amor 🤤🤤🤤 en Medellín. Y un poquito de calor.","Medellín, Colombia",0,17,1
6964, Conjunto Vallenato En Medellín en #Google,"Medellín, Colombia",0,0,0
6965, Qué oso que vean los 10mil pesos de pan que siempre llevo a Medellín. 🙊,"Medellín, Colombia",0,4,0
6966, Lo mala leche que es el conductor de carro promedio en Medellín. Se queda uno asustado.,"Medellín, Colombia",1,6,2
6967," @SomosTripleA la triple aaa debe ser reemplazada por una multinacional norteamericana para que se quede con los acueductos ya que se estan robando el subsidio de los estratos 1,2,3, que no se reflejan con respecto a bogota y medellin que se cobra lo que es lo real tomen correcto.","Medellín, Colombia",0,0,0
6968," Yo creo q en bogota no se puede hacer el mismo metro de medellin, ya sea elevado o subterráneo debe de ser un metro mínimo de 9 vagones con capacidad para mas de 600 personas por bagon por q si usan el metro de 6 vagones como el de medellin igual quedaría pequeño para tanta gente","Medellín, Colombia",0,1,0
6969," Amigas y amigos de Medellín: las cadenas con clave, tan populares acá, se abren EN SEGUNDOS sin necesidad de herramientas. En almacenes especializados como Raúl Mesa tienen candados en U, mucho más seguros y recomendables.","Medellín, Colombia",1,2,0
6970, Exposición de bonsais en el centro comercial San Diego. #FeriaDeLasFlores #Medellin,"Medellín, Colombia",0,9,0
6971," @petrogustavo Este man piensa que el unico foco en un pais es laa educacion, no solo con la educación acaba la violencia, aprendan de la forma de como se hace gestión en medellin @ColombiaHumana_ @VickyDavilaH @CGurisattiNTN24 @ClaudiaLopez @FicoGutierrez","Medellín, Colombia",0,0,0
6972," Listos. Medellín, los 7 secretos de la persuasión. #dreamteam #equipocampeon","Medellín, Colombia",0,0,0
6973, Queremos invitar a todos nuestros amigos a tardear mañana sábado 10 de agosto/19 en el dealer Harley-Davidson® Medellín y para este domingo 11 de agosto/19 preparamos un domingo en Harley. DOMINGO 11 de agosto de 2019 Hora: 8:30 a.m. Punto de encuentro: Harley-Davidson® Medellín.,"Medellín, Colombia",1,2,0
6974," Silleteros de Santa Elena: una tradición que emociona hasta las lágrimas y reconocidos en 2015 como Patrimonio Cultural e Inmaterial de la Nación. Este 11 de agosto, +520 de ellos se toman las calles de Medellín. #MedellínEsOtra @RevistaSemana 👉🏼","Medellín, Colombia",0,2,0
6975," Medellín, Colombia","Medellín, Colombia",0,0,0
6976, @cocanasa En Medellín donde la consigo?,"Medellín, Colombia",0,0,1
6977, Un privilegio compartir conocimientos sobre movilidad e internacionalización de las artes en vivo en Medellín. Gracias @Circulart_ y #ElPauer por hacerlo posible,"Medellín, Colombia",2,7,0
6978, 🔹 Las perras de Medellín: Una joya gastronómica del Valle de Aburrá (VÍDEO),"Medellín, Colombia",0,0,0
6979, Medellín ciudad @Discovery_Co 2019.😍,"Medellín, Colombia",0,0,0
6980," Hoy!!! 🔥🔥🔥🔥🔥 _ Las cosas buenas se repiten, cierto?? . Pues hoy estaremos con nuestra banda Septeto Encantigo. ✨✨🎙️🎶 _ TODAY!! ✨✨✨✨ . GOOD things are ment to be lived again. ENJOY a night with our Septeto Encantigo in what is the best live Salsa band in Medellín. _","Medellín, Colombia",0,0,0
6981," #VivoElFutbolConCafam el partido queda millos 2 - medellin 0, por millos anota chicho arango y david silva","Medellín, Colombia",0,1,0
6982, @EzequielMuthOk @nacionaloficial puede ser lo que nos falta y los arqueros argentinos han Sido muy buenos. @EzequielMuthOk puedes contactarte acá puede que Medellín este tú casa.,"Medellín, Colombia",0,1,0
6983," Silla Medellin - Medellin chair Esta técnica es reconocida en Colombia sobretodo nos recuerda las sillas de la finca, aqui hacemos un homenaje al tejido de mimbre desde una simplificación formal en una silla…","Medellín, Colombia",0,0,0
6984, Con este calor de Medellín no es conveniente ser tan dulce,"Medellín, Colombia",0,2,1
6985, [Vídeos] El magnífico evento que hubo en #Medellín: #FeriaDeFlores 2019,"Medellín, Colombia",0,6,0
6986, Que chimba los que están en Medellín,"Medellín, Colombia",0,0,0
6987," @HumoCardenal8 Ese de coca cola está muy bueno, es que veo Colanta y me recuerda es al Medellín 😂","Medellín, Colombia",0,0,0
6988," @CafamOficial @MillosFCoficial @DIM_Oficial #VivoElFutbolConCafam Millonarios 2-1 Medellín. Goles de Germán Ezequiel Cano, Salazar y Juan David Pérez.","Medellín, Colombia",0,0,0
6989," Cuando el contrato de un vendedor se entiende laboral? (Abogados Laborales Medellín, Bogotá y municipios cercanos Colombia) Contacto: 350-296-01-71 (WhatsApp) #contratodetrabajo #contratolaboral #demandalaboral #demandas #Abogado #AbogadoLaboralColombia","Medellín, Colombia",0,0,0
6990," Yo veo que todo el mundo lleva en la mala el clima de Bogota pero donde vivo es mera chimbita, sera porque es la salida para Medellin? 🤭😍","Medellín, Colombia",0,1,0
6991, @FIFABetaLeaks @WillyFPC But unión and cucuta? Nooooo please Junior de Barranquilla also nacional medellin millonarios Santa Fe Cali América or all the League,"Medellín, Colombia",0,0,1
6992, Medellín me ama #MedellinLovesYou,"Medellín, Colombia",0,1,0
6993, @numeral767 buenas estado de la vía Pintada- Medellín,"Medellín, Colombia",0,0,1
6994, Once titular América de Cali Vs Medellín Liga Aguila 2019 II Fecha 5,"Medellín, Colombia",0,0,0
6995," @_El_Patriota @karlitosmonsa @FicoGutierrez @PoliciaMedellin La ""medellin humana""","Medellín, Colombia",0,1,0
6996," Restitución Internacional De Menores (Abogado Para Restitución De Menores En Colombia) Medellín, Bogotá y municipios cercanos) Contacto: 350-296-01-71 (WhatsApp) #demandas #Abogado #defensa #abogadodefensor #derechos #derecho #restitucióninternacional","Medellín, Colombia",0,0,0
6997, 🔵 Las perras de Medellín: Una joya gastronómica del Valle de Aburrá (VÍDEO),"Medellín, Colombia",0,0,0
